date,tmin,tmax,rhday,rhnight,wind,wc,cod_wc,ra,et0_pmfao56_raxwc
2022-06-04,6.0,13.0,85.0,84.0,10.0,Muy nublado,0.3,17.162498582803057,1.2842541245666472
2022-06-05,4.0,15.0,70.0,78.0,10.0,Mayormente soleado,0.7,17.088531386287734,2.432773970777773
2022-06-06,4.0,18.0,61.0,77.0,11.0,Mayormente soleado,0.7,17.018861900775242,3.4919456738373422
2022-06-07,5.0,17.0,64.0,80.0,11.0,Mayormente soleado,0.7,16.953505967123995,3.1782452502880516
2022-06-08,4.0,17.0,64.0,83.0,12.0,Muy nublado,0.3,16.892478226932162,3.169870679948275
2022-06-09,6.0,18.0,62.0,54.0,10.0,Nublado,0.5,16.835792144763012,3.3675145663900707
2022-06-10,7.0,22.0,39.0,47.0,10.0,Mayormente soleado,0.7,16.783460029518697,5.993914779157537
2022-06-11,5.0,21.0,40.0,67.0,12.0,Mayormente soleado,0.7,16.735493054850483,5.974356229694188
2022-06-12,5.0,20.0,56.0,78.0,11.0,Nublado,0.5,16.6919012784992,4.198799471047873
2022-06-13,4.0,17.0,61.0,89.0,13.0,Nublado,0.5,16.6526936604661,3.502913567358532
2022-06-14,4.0,15.0,72.0,85.0,13.0,Parcialmente nublado,0.7,16.617878079920875,2.4302420040539907
2022-06-15,4.0,14.0,76.0,93.0,13.0,Parcialmente nublado,0.7,16.587461350761064,2.04905948122008
2022-06-16,1.0,14.0,76.0,85.0,11.0,Parcialmente nublado,0.7,16.561449235744576,1.8790894717521478
2022-06-17,3.0,15.0,70.0,74.0,10.0,Mayormente soleado,0.7,16.53984645912528,2.369883239646145
2022-06-18,4.0,16.0,59.0,71.0,10.0,Muy nublado,0.3,16.522656717730005,3.2512209913536005
2022-06-19,4.0,15.0,61.0,77.0,9.0,Nublado,0.5,16.50988269042417,2.9081771597281363
2022-06-20,4.0,13.0,67.0,82.0,12.0,Nublado,0.5,16.50152604592202,2.547494349078202
2022-06-21,4.0,13.0,76.0,94.0,11.0,Nublado,0.5,16.497587448907208,1.8810861951344944
2022-06-22,4.0,13.0,84.0,93.0,8.0,Lluvia,0.05,16.49806656443842,0.993273981291602
2022-06-23,3.0,14.0,77.0,87.0,11.0,Chubascos,0.2,16.502962060624665,1.7875344402690154
2022-06-24,3.0,14.0,72.0,81.0,9.0,Nublado,0.5,16.512271609564174,2.072181612920582
2022-06-25,3.0,16.0,65.0,87.0,11.0,Parcialmente nublado,0.7,16.525991886550948,2.888042496757733
2022-06-26,3.0,15.0,77.0,89.0,10.0,Parcialmente nublado,0.7,16.544118567562066,1.8960074350256642
2022-06-27,2.0,13.0,79.0,87.0,11.0,Chubascos por la tarde,0.2,16.56664632504884,1.565727837368656
